n,selectsort,mergesort,quicksort
5938,12328753,352940,980786
5939,12637393,397812,1129588
5940,11692676,325115,1023383
5941,12776939,418585,1251832
5942,12496969,423287,1267930
5943,11118373,351844,955899
5944,10927349,316593,945985
5945,11054663,379566,1210864
5946,11589140,342703,1070244
5947,11969478,421159,1096497
5948,11644324,325247,989883
5949,11056281,358471,1025148
5950,10682046,325442,976613
5951,11374877,346470,947267
5952,11942173,449213,1131875
5953,11237801,317513,946383
5954,10938714,356978,988239
5955,12984756,420389,1255372
5956,12985067,337793,1001675
5957,12444490,359584,952954
5958,11853030,326308,985415
5959,11016013,346667,1060917
5960,12601771,380820,1065774
5961,13794538,435462,1307079
5962,12294327,401300,1175804
5963,11243074,318077,983828
5964,10833013,317876,1114234
5965,11642503,393499,1213380
5966,11714141,328719,983353
5967,11011101,343587,1028247
5968,10832019,392989,1014710
5969,13063995,450923,1307673
5970,11774707,340815,984792
5971,10917054,337323,991697
5972,11312472,347296,1069988
5973,12472274,379720,1141038
5974,13788032,423971,1256132
5975,11824195,369870,1087388
5976,11202666,328327,1042274
5977,11079728,342154,1052148
5978,12522540,379499,1212256
5979,11603954,399346,1127454
5980,12039055,397775,1174136
5981,13269697,408033,1237895
5982,12833240,411707,1253434
5983,12144423,382844,1167056
5984,11255122,370269,1015887
5985,11554696,338567,1054893
5986,12460864,354879,1087976
5987,11980781,432790,1221936
5988,13284304,379787,1131338
5989,11912052,340010,981301
5990,12713405,434609,1389654
5991,12382845,338895,1018855
5992,11305528,385496,1149727
5993,11091140,330158,978916
5994,11381970,360095,1105469
5995,13675199,415808,1215795
5996,12882525,364576,1087558
5997,12239030,344652,1012472
5998,12360683,329676,1020402
5999,12081978,329663,986057
6000,10797610,330226,1000744
6001,10673647,321014,1178895
6002,11711266,321436,993528
6003,11273282,342893,983006
6004,11632893,373306,1121564
6005,12623259,473779,1343716
6006,14331719,386943,1206543
6007,12374451,398876,1139652
6008,11681167,321733,957017
6009,11096578,330362,1047707
6010,14201117,452014,1293816
6011,12721858,372391,1110106
6012,10850124,341763,994207
6013,13197967,424847,1264596
6014,12846395,443521,1347881
6015,12787234,384110,1192610
6016,12803365,379357,1051939
6017,11808484,378841,1099942
6018,10900360,330374,1024341
6019,12138289,425112,1145902
6020,11233031,321902,1044294
6021,11662638,331188,985304
6022,11882620,418259,1120817
6023,12626269,398670,1149977
6024,13700208,427062,1283837
6025,13419566,374822,1110566
6026,12711865,413302,1084385
6027,11122763,322743,959249
6028,11323431,338867,1019931
6029,11873811,351463,1078028
6030,11650764,332266,990296
6031,11292331,332878,988363
6032,11059562,364721,1068973
6033,12999417,383202,1077570
6034,13559697,460482,1274933
6035,13920488,374982,1141535
6036,11589914,328008,965101
6037,12308893,347155,986819
6038,11218373,337509,1005431
6039,13089708,375131,1110745
6040,11221563,325565,962283
6041,11107827,333930,1029418
6042,11686014,373736,1079375
6043,11833158,386957,1153279
6044,11618803,326584,997028
6045,11873137,365527,1084719
6046,11093453,343242,1168851
6047,11464719,327329,964546
6048,11465787,356031,990787
6049,11241274,342296,1053929
6050,13686195,445310,1312955
6051,12436005,416293,1211651
6052,13911964,430298,1298507
6053,11345274,356132,1049350
6054,11375090,334821,1002197
6055,11950933,334811,997004
6056,12014089,400996,1145437
6057,13170907,337132,991596
6058,11167906,336540,1077851
6059,11342755,336738,1046361
6060,10845806,334686,990656
6061,11792092,326419,965933
6062,12057987,354385,1109676
6063,11646514,341848,990948
6064,11049235,434217,1094528
6065,13740274,416372,1216770
6066,12192592,326464,1206557
6067,19624292,434402,1252234
6068,11712554,350189,1015621
6069,11341785,356672,1117070
6070,11840972,371740,1021579
6071,13009948,453465,1313192
6072,11827548,336193,1022608
6073,11520033,366333,1084615
6074,13732777,444804,1352857
6075,11858928,403535,1154948
6076,13361123,429566,1265496
6077,13305802,377825,1208588
6078,11723148,335602,1018858
6079,11456591,344999,1043663
6080,10931071,326447,966556
6081,12681678,403540,1142578
6082,11040393,326392,968666
6083,11991595,379112,1213987
6084,12338033,390300,1173691
6085,12106239,380169,1115871
6086,12334204,412815,1142078
6087,11692109,367226,1166545
6088,12172341,357355,1094286
6089,13114944,405356,1246073
6090,12557017,420804,1309334
6091,12028326,356388,1055443
6092,11140985,327535,969367
6093,12437624,394246,1114933
6094,12984116,359606,1013841
6095,11670497,337710,997372
6096,13016539,395052,1391044
6097,13445463,380161,1360352
6098,11421443,339680,998271
6099,12154400,383639,1002291
6100,12081052,707120,1070178
6101,12598518,432790,1305341
6102,15927416,375619,1301189
6103,13376121,406061,1235685
6104,12867519,329011,972525
6105,11812454,338191,1022717
6106,12122866,465619,1269689
6107,12258860,338746,1001754
6108,11914736,330409,1002187
6109,11850855,386831,1144616
6110,11743719,392991,1174128
6111,11768299,338337,999403
6112,12959013,383106,1224501
6113,13043762,406868,1308773
6114,13237129,349177,1015280
6115,12369649,358030,1071865
6116,11204106,338907,1061319
6117,11514463,361985,1023492
6118,11384473,332245,978124
6119,11843868,329936,1053467
6120,11292059,421948,974434
6121,12784063,342239,1090664
6122,14061615,339405,1050541
6123,12054595,350150,1093061
6124,12118949,349788,1176051
6125,14229697,383964,1113433
6126,12270925,363369,1053555
6127,11515709,396157,1021671
6128,11808583,372678,1094058
6129,12201720,335684,975828
6130,12591430,410427,1252198
6131,13277447,435948,1191992
6132,12098419,371439,1101135
6133,11977640,496129,1134240
6134,12249930,382688,1148861
6135,13352527,343732,1016415
6136,12184076,343434,1066359
6137,12295935,331462,1133799
6138,13574048,396035,1133717
6139,12999460,413143,1244685
6140,11865687,373547,1152141
6141,12304580,331579,1017454
6142,11401961,348454,1020043
6143,11741178,425618,1031081
6144,11674333,348110,1011088
6145,11594692,331875,1008895
6146,11736293,331830,979363
6147,11153461,341569,1006611
6148,11957515,324162,955611
6149,11522114,332360,979208
6150,13106236,396270,1110560
6151,13709767,384162,1135362
6152,12281681,409164,1278687
6153,12892685,404629,1243162
6154,12001680,341238,1062819
6155,12756591,341655,1007721
6156,11043168,332738,979732
6157,12311002,423827,1136319
6158,11640018,396401,1132252
6159,13203354,410799,1215060
6160,14551223,419732,1208650
6161,13491858,355072,1039181
6162,14270189,440676,1336527
6163,11729874,414692,1159421
6164,12671490,341808,1009761
6165,12017053,341942,1009970
6166,11201878,332526,1145861
6167,11741187,333921,1030480
6168,12220971,371201,1222370
6169,12113276,480893,1110315
6170,12136569,333183,1030392
6171,13618573,463732,1283395
6172,13866059,369382,1125032
6173,12329280,342155,1055547
6174,11399783,380702,1200170
6175,12746137,333843,984931
6176,12714038,397311,1177049
6177,11539090,333964,986938
6178,12078078,402473,1300520
6179,12950903,386312,1068908
6180,13521380,444080,1184510
6181,13411889,397521,1162293
6182,14055075,373930,1191656
6183,12101846,385213,1106851
6184,11530464,334283,988144
6185,12104264,343165,1018172
6186,12990885,342317,1014422
6187,13558963,373783,1047628
6188,13508789,343458,1123220
6189,12767561,334426,1027725
6190,12847461,358421,1137290
6191,13282962,398193,1101143
6192,12219477,363714,1190881
6193,13136975,332933,1044120
6194,12007967,333103,989409
6195,11377234,333691,987924
6196,11771023,561966,1051201
6197,13593544,400610,1185084
6198,12448280,362595,1091407
6199,13040308,374607,1099832
6200,13415229,441249,1318482
6201,15762716,434671,1502280
6202,15509346,401562,1092948
6203,12347203,385673,1211814
6204,12192602,375904,1143209
6205,13320107,417093,1305603
6206,13940282,408785,1155834
6207,12248465,342249,1019579
6208,12665137,374266,1079911
6209,12631534,410222,1163938
6210,11967894,341751,1066884
6211,12684969,503892,1261805
6212,12738616,333279,995012
6213,12569250,390077,1108675
6214,12018307,359322,1167109
6215,13107517,405785,1160278
6216,12165458,368940,1043218
6217,12209260,407202,1265792
6218,12834816,411120,1337391
6219,13371206,362395,1063655
6220,13477638,343267,1022723
6221,11769830,333375,994143
6222,12320654,356118,1020849
6223,11980484,386080,1160964
6224,12615180,369096,1052666
6225,12583714,487264,1229558
6226,11898748,356910,1052864
6227,12962011,374862,1154458
6228,12399033,400192,1106090
6229,12217004,352451,1086087
6230,13407190,373646,1095094
6231,13381702,440658,1274820
6232,14945361,449289,1267829
6233,13130942,392312,1111904
6234,12120766,343912,1080469
6235,12047566,439947,1272620
6236,12106381,353120,1025289
6237,14187274,384528,1109867
6238,13032056,458154,1323571
6239,11790606,335264,1125251
6240,13062618,386553,1247059
6241,14041523,344415,1021934
6242,12956788,401851,1149513
6243,12477456,369967,1172920
6244,12341523,344674,1159999
6245,11784254,346694,1042614
6246,11891883,388813,1279520
6247,11798509,460978,1323736
6248,11990679,334606,1001595
6249,14252546,422355,1272450
6250,13793706,404469,1188885
6251,14708037,453872,1416401
6252,12530379,530417,1031079
6253,13305324,386772,1161703
6254,12224414,465853,1207783
6255,12983329,351273,1073090
6256,14306591,481356,1291105
6257,17899947,471060,1343121
6258,11973389,343779,1049129
6259,13026679,370243,1001498
6260,12931107,381158,1278155
6261,13468523,411160,1274315
6262,17187948,505100,1510387
6263,16764569,427011,1377640
6264,14969555,441308,1327770
6265,12129712,374798,1004348
6266,12326727,343675,1030731
6267,13196494,343591,1033294
6268,12460088,494506,1058386
6269,12168234,345759,1039093
6270,12859053,407503,1087626
6271,12878922,408668,1112529
6272,14188448,453958,1336176
6273,13453734,375613,1170290
6274,13024772,371215,1145071
6275,12695185,413658,1233819
6276,13993337,335608,1005011
6277,11767452,344714,1037163
6278,14454315,460399,1198954
6279,12925110,444712,1291143
6280,13233192,368449,1097590
6281,12988423,470322,1004982
6282,12769412,376077,1092266
6283,13385082,406082,1204168
6284,13123229,375718,1254536
6285,12439976,431860,1189645
6286,12792803,344140,1078124
6287,13826438,344191,1082379
6288,12955125,375739,1171313
6289,14525278,366835,1102611
6290,12865041,446739,1101873
6291,13111506,415098,1308036
6292,13581517,389976,1155895
6293,14555799,487815,1308794
6294,11859186,336790,1264233
6295,12822154,344891,1038648
6296,12841395,400297,1135050
6297,14443587,487120,1368386
6298,13837941,376294,1158500
6299,13433009,349304,1086183
6300,11848695,363906,1081316
6301,13775654,442889,1275621
6302,14555462,400025,1175860
6303,13821374,401492,1164324
6304,14043940,378865,1049780
6305,13032200,388834,1307650
6306,11857295,345779,1036747
6307,12230467,343579,1016703
6308,12576012,355040,1070600
6309,13133153,376694,1133136
6310,12755908,400082,1205654
6311,14649454,444944,1158135
6312,12035853,326389,1117263
6313,12502024,399738,1207114
6314,13719463,453870,1348025
6315,12715395,335334,1089757
6316,12520765,368220,1102610
6317,13379357,453625,1224150
6318,12271652,368609,1095890
6319,12310567,344385,1040419
6320,12052646,347172,1091699
6321,13133873,359157,1136861
6322,14196937,357563,1055470
6323,13879883,466101,1282591
6324,13296754,428421,1194640
6325,13866210,433111,1295760
6326,12627291,364658,1100977
6327,12741853,363397,1047375
6328,12675009,412934,1339873
6329,14332482,344466,1184978
6330,13388411,388345,1178122
6331,12093925,534928,1013553
6332,13603490,350122,1070745
6333,13152832,380624,1075550
6334,13663136,435217,1351706
6335,12942567,433991,1194792
6336,12588520,344408,1049580
6337,12218028,353647,1132375
6338,12287697,412291,1262790
6339,14855547,442946,1361909
6340,13877881,400928,1284948
6341,13737300,416999,1156230
6342,14557099,375995,1099905
6343,13860931,375640,1259644
6344,16523403,425399,1174878
6345,13078207,376784,1202584
6346,12243377,334967,1015103
6347,12752024,412264,1285751
6348,12119308,334826,1015544
6349,12404639,354352,1045782
6350,15246525,485299,1174763
6351,13008173,336014,1158367
6352,13169317,353558,1046502
6353,13432728,344288,1046681
6354,12456610,405511,1301855
6355,12036105,361028,1044720
6356,12366104,378598,1104908
6357,12220740,344600,1048000
6358,13446269,428756,1208307
6359,13019679,402321,1245447
6360,13808070,365207,1207182
6361,13649407,363166,1088323
6362,12241073,349302,1069439
6363,13252163,364815,1239625
6364,14360761,353377,1252832
6365,14680588,366234,1053713
6366,14780599,378607,1120024
6367,13110632,344852,1073834
6368,15513557,420825,1231289
6369,14479449,335503,1087230
6370,12042981,336300,1021321
6371,14253871,375477,1175824
6372,14466047,427144,1304008
6373,12734131,338908,1021400
6374,12216969,344123,1137853
6375,12370716,336309,1019327
6376,12723960,413925,1249466
6377,14685750,387646,1159025
6378,12462389,346341,1062761
6379,12842150,409443,1193797
6380,13580492,346625,1048211
6381,13224447,378128,1121156
6382,12415162,335873,1020412
6383,13419614,413417,1259517
6384,13575029,432043,1324834
6385,12566492,378737,1153422
6386,13674623,377302,1105085
6387,12501848,347612,1115860
6388,12381864,414028,1234676
6389,13059817,363468,1057238
6390,12737520,353382,1107317
6391,12914055,391542,1237290
6392,13543166,426449,1308578
6393,13126785,354747,1186026
6394,13057796,364496,1120161
6395,15389286,434066,1372054
6396,14831501,399607,1187378
6397,13536046,437237,1427533
6398,14284760,365009,1364173
6399,14025616,427388,1421292
6400,13819178,437245,1253495
6401,13633635,399371,1203005
6402,14909328,364828,1098829
6403,12753107,364272,1176469
6404,14162631,446358,1515915
6405,13327787,421830,1028482
6406,12596563,345666,1162743
6407,12674390,433789,1182532
6408,13706614,438869,1237605
6409,12583527,376237,1168815
6410,14790065,378260,1079744
6411,15477978,401338,1124293
6412,14747625,388274,1188701
6413,14401670,375788,1118695
6414,13776805,337170,1257668
6415,13795044,428541,1338303
6416,12510226,423228,1026767
6417,13217961,364525,1106957
6418,13251647,383205,1125022
6419,14437999,443935,1368445
6420,13995713,510874,1031542
6421,13617244,337844,1029899
6422,14101813,376872,1198369
6423,13707438,344314,1074997
6424,12956722,356462,1220077
6425,13060428,363125,1089340
6426,13588486,351090,1028163
6427,12676390,344688,1111546
6428,13362703,337180,1175042
6429,12916818,427077,1260884
6430,13920276,368553,1095785
6431,14951247,376452,1150812
6432,12843139,356024,1192629
6433,12478188,346583,1107103
6434,14726709,426913,1280041
6435,14696270,355195,1083369
6436,12876097,335998,1030529
6437,12938726,355883,1108979
6438,14305309,537901,1293116
6439,15524788,529356,1454408
6440,14401713,346598,1067588
6441,16894095,346663,1071900
6442,14308635,362026,1069588
6443,13347986,355033,1214939
6444,15218096,427771,1400600
6445,13729768,433496,1163584
6446,14740654,472530,1333510
6447,12786613,355524,1094377
6448,13689440,387872,1234918
6449,16161099,465584,1420341
6450,15029251,391865,1115504
6451,13355391,344409,1117436
6452,13028880,357242,1063130
6453,15022943,356897,1084163
6454,12663677,344979,1098665
6455,12757306,335802,1032634
6456,13042145,371022,1064871
6457,13314641,365628,1224142
6458,12513539,353719,1068432
6459,13092185,357090,1098174
6460,14282382,401049,1199296
6461,12843896,571386,1064457
6462,14203117,357637,1076966
6463,12408984,345104,1074510
6464,12946572,391489,1238064
6465,12934568,350000,1062922
6466,13527814,354216,1095952
6467,16866113,512958,1352016
6468,13919770,376905,1165004
6469,13846953,378610,1127545
6470,13238597,336132,1036427
6471,12710782,375010,1137565
6472,13151193,346062,1067066
6473,13072325,336148,1101084
6474,12797225,388579,1127281
6475,13509430,357564,1101660
6476,14726359,356939,1089650
6477,13257884,346060,1074645
6478,15880687,473072,1401323
6479,14007437,420377,1376782
6480,15595345,443915,1478043
6481,13703125,336208,1038738
6482,12662323,338181,1311845
6483,13553962,455649,1304540
6484,14376504,430051,1392703
6485,14629843,346734,1067328
6486,12734008,347371,1068909
6487,14363370,362160,1093576
6488,15510148,448272,1358120
6489,13680992,418065,1156958
6490,13368825,372259,1097116
6491,13921079,378536,1166668
6492,14718974,402822,1444131
